-> customer[90]: {atime 89, dtime 79, btype 1, money 231}
-> customer[303]: {atime 302, dtime 40, btype 0, money 499}
-> customer[306]: {atime 305, dtime 87, btype 1, money 44}
-> customer[310]: {atime 309, dtime 42, btype 0, money 292}
-> customer[313]: {atime 312, dtime 78, btype 0, money 664}
-> customer[316]: {atime 315, dtime 9, btype 0, money 570}
-> customer[320]: {atime 319, dtime 27, btype 1, money 714}
-> customer[323]: {atime 322, dtime 7, btype 1, money 589}
-> customer[327]: {atime 326, dtime 56, btype 0, money 706}
-> customer[330]: {atime 329, dtime 90, btype 1, money 602}
-> customer[333]: {atime 332, dtime 34, btype 1, money 212}
-> customer[336]: {atime 335, dtime 26, btype 0, money 718}
-> customer[339]: {atime 338, dtime 70, btype 0, money 167}
-> customer[342]: {atime 341, dtime 7, btype 0, money 930}
-> customer[345]: {atime 344, dtime 57, btype 0, money 428}
-> customer[348]: {atime 347, dtime 98, btype 0, money 578}
-> customer[351]: {atime 350, dtime 77, btype 1, money 15}
-> customer[354]: {atime 353, dtime 62, btype 0, money 748}
-> customer[357]: {atime 356, dtime 6, btype 0, money 777}
-> customer[360]: {atime 359, dtime 86, btype 0, money 548}
-> customer[361]: {atime 360, dtime 85, btype 0, money 371}
-> customer[364]: {atime 363, dtime 5, btype 0, money 21}
-> customer[367]: {atime 366, dtime 81, btype 0, money 402}
-> customer[370]: {atime 369, dtime 14, btype 0, money 918}
-> customer[371]: {atime 370, dtime 51, btype 1, money 990}
-> customer[374]: {atime 373, dtime 66, btype 0, money 80}
-> customer[377]: {atime 376, dtime 1, btype 0, money 840}
-> customer[380]: {atime 379, dtime 61, btype 1, money 595}
-> customer[383]: {atime 382, dtime 70, btype 1, money 787}
-> customer[386]: {atime 385, dtime 54, btype 0, money 386}
-> customer[389]: {atime 388, dtime 50, btype 1, money 647}
-> customer[392]: {atime 391, dtime 70, btype 0, money 105}
-> customer[396]: {atime 395, dtime 22, btype 1, money 715}
-> customer[399]: {atime 398, dtime 57, btype 0, money 699}
-> customer[402]: {atime 401, dtime 40, btype 1, money 945}
-> customer[406]: {atime 405, dtime 21, btype 0, money 920}
-> customer[409]: {atime 408, dtime 55, btype 0, money 422}
-> customer[417]: {atime 416, dtime 90, btype 1, money 372}
-> customer[420]: {atime 419, dtime 80, btype 1, money 306}
-> customer[423]: {atime 422, dtime 87, btype 1, money 554}
-> customer[426]: {atime 425, dtime 83, btype 1, money 354}
-> customer[429]: {atime 428, dtime 82, btype 0, money 985}
-> customer[432]: {atime 431, dtime 26, btype 1, money 2}
-> customer[435]: {atime 434, dtime 13, btype 0, money 519}
-> customer[438]: {atime 437, dtime 10, btype 0, money 160}
-> customer[441]: {atime 440, dtime 97, btype 0, money 924}
-> customer[443]: {atime 442, dtime 23, btype 1, money 719}
-> customer[445]: {atime 444, dtime 11, btype 0, money 909}
-> customer[448]: {atime 447, dtime 14, btype 1, money 901}
-> customer[451]: {atime 450, dtime 61, btype 1, money 693}
-> customer[452]: {atime 451, dtime 70, btype 1, money 1000}
-> customer[453]: {atime 452, dtime 46, btype 1, money 198}
-> customer[454]: {atime 453, dtime 4, btype 1, money 208}
-> customer[455]: {atime 454, dtime 79, btype 0, money 134}
-> customer[458]: {atime 457, dtime 11, btype 0, money 68}
-> customer[461]: {atime 460, dtime 10, btype 1, money 927}
-> customer[464]: {atime 463, dtime 62, btype 0, money 99}
-> customer[467]: {atime 466, dtime 17, btype 1, money 729}
-> customer[470]: {atime 469, dtime 3, btype 0, money 442}
-> customer[473]: {atime 472, dtime 40, btype 0, money 332}
-> customer[477]: {atime 476, dtime 49, btype 1, money 440}
-> customer[480]: {atime 479, dtime 24, btype 0, money 491}
-> customer[483]: {atime 482, dtime 91, btype 1, money 867}
-> customer[486]: {atime 485, dtime 92, btype 1, money 670}
-> customer[489]: {atime 488, dtime 18, btype 0, money 957}
-> customer[492]: {atime 491, dtime 83, btype 1, money 754}
-> customer[494]: {atime 493, dtime 100, btype 0, money 3}
-> customer[495]: {atime 494, dtime 82, btype 0, money 619}
-> customer[497]: {atime 496, dtime 22, btype 0, money 551}
-> customer[500]: {atime 499, dtime 98, btype 0, money 401}
-> customer[504]: {atime 503, dtime 77, btype 1, money 459}
-> customer[507]: {atime 506, dtime 31, btype 1, money 672}
-> customer[510]: {atime 509, dtime 14, btype 0, money 730}
-> customer[513]: {atime 512, dtime 64, btype 1, money 366}
-> customer[516]: {atime 515, dtime 80, btype 1, money 630}
-> customer[519]: {atime 518, dtime 79, btype 0, money 450}
-> customer[522]: {atime 521, dtime 97, btype 0, money 52}
-> customer[525]: {atime 524, dtime 51, btype 1, money 198}
-> customer[528]: {atime 527, dtime 8, btype 1, money 423}
-> customer[531]: {atime 530, dtime 81, btype 0, money 344}
-> customer[534]: {atime 533, dtime 82, btype 0, money 976}
-> customer[540]: {atime 539, dtime 40, btype 0, money 896}
-> customer[543]: {atime 542, dtime 55, btype 1, money 991}
-> customer[546]: {atime 545, dtime 63, btype 0, money 487}
-> customer[549]: {atime 548, dtime 86, btype 1, money 100}
-> customer[552]: {atime 551, dtime 3, btype 0, money 46}
-> customer[555]: {atime 554, dtime 44, btype 0, money 881}
-> customer[558]: {atime 557, dtime 81, btype 1, money 846}
-> customer[561]: {atime 560, dtime 47, btype 1, money 543}
-> customer[564]: {atime 563, dtime 95, btype 0, money 346}
-> customer[567]: {atime 566, dtime 68, btype 0, money 483}
-> customer[571]: {atime 570, dtime 63, btype 0, money 462}
-> customer[574]: {atime 573, dtime 85, btype 1, money 487}
-> customer[576]: {atime 575, dtime 72, btype 1, money 249}
-> customer[577]: {atime 576, dtime 34, btype 0, money 558}
-> customer[580]: {atime 579, dtime 14, btype 0, money 751}
-> customer[583]: {atime 582, dtime 87, btype 1, money 194}
-> customer[586]: {atime 585, dtime 63, btype 0, money 151}
-> customer[589]: {atime 588, dtime 13, btype 1, money 106}
-> customer[592]: {atime 591, dtime 34, btype 0, money 352}
-> customer[595]: {atime 594, dtime 20, btype 1, money 898}
-> customer[598]: {atime 597, dtime 20, btype 0, money 698}
-> customer[601]: {atime 600, dtime 23, btype 1, money 908}
-> customer[604]: {atime 603, dtime 30, btype 1, money 503}
-> customer[607]: {atime 606, dtime 74, btype 0, money 557}
-> customer[610]: {atime 609, dtime 93, btype 1, money 143}
-> customer[613]: {atime 612, dtime 39, btype 1, money 173}
-> customer[616]: {atime 615, dtime 40, btype 1, money 933}
-> customer[619]: {atime 618, dtime 19, btype 0, money 537}
-> customer[622]: {atime 621, dtime 99, btype 1, money 942}
-> customer[623]: {atime 622, dtime 6, btype 1, money 900}
-> customer[627]: {atime 626, dtime 78, btype 0, money 649}
-> customer[630]: {atime 629, dtime 54, btype 0, money 576}
-> customer[633]: {atime 632, dtime 15, btype 0, money 513}
-> customer[636]: {atime 635, dtime 20, btype 0, money 609}
-> customer[639]: {atime 638, dtime 79, btype 0, money 977}
-> customer[642]: {atime 641, dtime 22, btype 1, money 421}
-> customer[645]: {atime 644, dtime 51, btype 0, money 107}
-> customer[648]: {atime 647, dtime 29, btype 0, money 873}
-> customer[651]: {atime 650, dtime 45, btype 1, money 811}
-> customer[654]: {atime 653, dtime 5, btype 1, money 667}
-> customer[657]: {atime 656, dtime 8, btype 1, money 554}
-> customer[660]: {atime 659, dtime 23, btype 1, money 494}
-> customer[663]: {atime 662, dtime 12, btype 0, money 93}
-> customer[668]: {atime 667, dtime 68, btype 0, money 995}
-> customer[671]: {atime 670, dtime 18, btype 1, money 903}
-> customer[675]: {atime 674, dtime 21, btype 0, money 422}
-> customer[676]: {atime 675, dtime 26, btype 1, money 922}
-> customer[679]: {atime 678, dtime 90, btype 1, money 498}
-> customer[682]: {atime 681, dtime 20, btype 0, money 951}
-> customer[685]: {atime 684, dtime 1, btype 1, money 47}
-> customer[689]: {atime 688, dtime 37, btype 0, money 418}
-> customer[692]: {atime 691, dtime 22, btype 1, money 431}
-> customer[695]: {atime 694, dtime 6, btype 1, money 317}
-> customer[698]: {atime 697, dtime 57, btype 0, money 991}
-> customer[701]: {atime 700, dtime 10, btype 1, money 830}
-> customer[704]: {atime 703, dtime 70, btype 1, money 988}
-> customer[707]: {atime 706, dtime 11, btype 1, money 892}
-> customer[711]: {atime 710, dtime 11, btype 0, money 422}
-> customer[714]: {atime 713, dtime 16, btype 1, money 385}
-> customer[717]: {atime 716, dtime 44, btype 0, money 981}
-> customer[720]: {atime 719, dtime 75, btype 0, money 477}
-> customer[723]: {atime 722, dtime 12, btype 1, money 444}
-> customer[726]: {atime 725, dtime 92, btype 0, money 930}
-> customer[729]: {atime 728, dtime 6, btype 1, money 157}
-> customer[732]: {atime 731, dtime 82, btype 1, money 546}
-> customer[735]: {atime 734, dtime 81, btype 0, money 972}
-> customer[738]: {atime 737, dtime 73, btype 1, money 77}
-> customer[741]: {atime 740, dtime 30, btype 0, money 611}
-> customer[744]: {atime 743, dtime 52, btype 0, money 709}
-> customer[747]: {atime 746, dtime 74, btype 1, money 134}
-> customer[750]: {atime 749, dtime 62, btype 0, money 809}
-> customer[754]: {atime 753, dtime 98, btype 0, money 165}
-> customer[755]: {atime 754, dtime 61, btype 0, money 63}
-> customer[758]: {atime 757, dtime 50, btype 0, money 76}
-> customer[762]: {atime 761, dtime 91, btype 1, money 453}
-> customer[765]: {atime 764, dtime 11, btype 0, money 349}
-> customer[768]: {atime 767, dtime 43, btype 1, money 119}
-> customer[771]: {atime 770, dtime 10, btype 1, money 762}
-> customer[774]: {atime 773, dtime 9, btype 0, money 657}
-> customer[777]: {atime 776, dtime 82, btype 1, money 407}
-> customer[780]: {atime 779, dtime 79, btype 0, money 373}
-> customer[783]: {atime 782, dtime 55, btype 1, money 162}
-> customer[786]: {atime 785, dtime 73, btype 0, money 915}
-> customer[789]: {atime 788, dtime 56, btype 1, money 99}
-> customer[792]: {atime 791, dtime 14, btype 1, money 77}
-> customer[795]: {atime 794, dtime 71, btype 0, money 104}
-> customer[798]: {atime 797, dtime 65, btype 1, money 154}
-> customer[801]: {atime 800, dtime 78, btype 0, money 584}
-> customer[804]: {atime 803, dtime 98, btype 1, money 709}
-> customer[808]: {atime 807, dtime 53, btype 0, money 559}
-> customer[811]: {atime 810, dtime 77, btype 0, money 498}
-> customer[814]: {atime 813, dtime 100, btype 1, money 4}
-> customer[817]: {atime 816, dtime 87, btype 1, money 302}
-> customer[820]: {atime 819, dtime 1, btype 0, money 317}
-> customer[823]: {atime 822, dtime 32, btype 1, money 839}
-> customer[826]: {atime 825, dtime 80, btype 1, money 64}
-> customer[829]: {atime 828, dtime 24, btype 1, money 151}
-> customer[832]: {atime 831, dtime 41, btype 0, money 887}
-> customer[835]: {atime 834, dtime 76, btype 1, money 219}
-> customer[838]: {atime 837, dtime 46, btype 1, money 330}
-> customer[841]: {atime 840, dtime 63, btype 0, money 60}
-> customer[844]: {atime 843, dtime 44, btype 0, money 596}
-> customer[847]: {atime 846, dtime 77, btype 1, money 382}
-> customer[849]: {atime 848, dtime 93, btype 1, money 755}
-> customer[852]: {atime 851, dtime 9, btype 1, money 971}
-> customer[855]: {atime 854, dtime 95, btype 1, money 100}
-> customer[858]: {atime 857, dtime 58, btype 0, money 922}
-> customer[861]: {atime 860, dtime 93, btype 0, money 166}
-> customer[864]: {atime 863, dtime 31, btype 1, money 400}
-> customer[868]: {atime 867, dtime 19, btype 1, money 617}
-> customer[871]: {atime 870, dtime 12, btype 1, money 164}
-> customer[874]: {atime 873, dtime 49, btype 1, money 27}
-> customer[877]: {atime 876, dtime 16, btype 0, money 11}
-> customer[880]: {atime 879, dtime 84, btype 1, money 944}
-> customer[883]: {atime 882, dtime 24, btype 0, money 44}
-> customer[886]: {atime 885, dtime 26, btype 0, money 744}
-> customer[889]: {atime 888, dtime 93, btype 0, money 410}
-> customer[892]: {atime 891, dtime 8, btype 0, money 246}
-> customer[895]: {atime 894, dtime 97, btype 1, money 575}
-> customer[898]: {atime 897, dtime 61, btype 0, money 800}
-> customer[901]: {atime 900, dtime 36, btype 1, money 927}
-> customer[904]: {atime 903, dtime 3, btype 1, money 170}
-> customer[907]: {atime 906, dtime 65, btype 1, money 236}
-> customer[911]: {atime 910, dtime 83, btype 1, money 263}
-> customer[915]: {atime 914, dtime 50, btype 0, money 908}
-> customer[918]: {atime 917, dtime 90, btype 0, money 232}
-> customer[921]: {atime 920, dtime 34, btype 1, money 567}
-> customer[924]: {atime 923, dtime 44, btype 0, money 432}
-> customer[927]: {atime 926, dtime 43, btype 0, money 629}
-> customer[928]: {atime 927, dtime 66, btype 1, money 486}
-> customer[930]: {atime 929, dtime 14, btype 0, money 423}
-> customer[934]: {atime 933, dtime 33, btype 0, money 139}
-> customer[937]: {atime 936, dtime 7, btype 1, money 631}
-> customer[940]: {atime 939, dtime 27, btype 1, money 669}
-> customer[943]: {atime 942, dtime 56, btype 0, money 737}
-> customer[946]: {atime 945, dtime 91, btype 0, money 170}
-> customer[949]: {atime 948, dtime 60, btype 1, money 354}
-> customer[952]: {atime 951, dtime 91, btype 0, money 165}
-> customer[954]: {atime 953, dtime 38, btype 1, money 40}
-> customer[956]: {atime 955, dtime 20, btype 1, money 171}
-> customer[959]: {atime 958, dtime 82, btype 0, money 267}
-> customer[963]: {atime 962, dtime 33, btype 1, money 211}
-> customer[966]: {atime 965, dtime 44, btype 1, money 720}
-> customer[969]: {atime 968, dtime 56, btype 0, money 339}
-> customer[972]: {atime 971, dtime 6, btype 0, money 124}
-> customer[975]: {atime 974, dtime 2, btype 1, money 516}
-> customer[978]: {atime 977, dtime 36, btype 0, money 950}
-> customer[981]: {atime 980, dtime 52, btype 1, money 215}
-> customer[984]: {atime 983, dtime 56, btype 0, money 416}
-> customer[987]: {atime 986, dtime 9, btype 1, money 698}
-> customer[990]: {atime 989, dtime 87, btype 1, money 610}
-> customer[993]: {atime 992, dtime 82, btype 1, money 652}
-> customer[994]: {atime 993, dtime 96, btype 0, money 720}
-> customer[997]: {atime 996, dtime 59, btype 1, money 430}

QueueANo.2:
-> customer[81]: {atime 80, dtime 78, btype 0, money 39}
-> customer[84]: {atime 83, dtime 64, btype 0, money 121}
-> customer[87]: {atime 86, dtime 44, btype 1, money 615}
-> customer[90]: {atime 89, dtime 79, btype 1, money 231}
-> customer[93]: {atime 92, dtime 49, btype 0, money 225}
-> customer[96]: {atime 95, dtime 61, btype 0, money 605}
-> customer[99]: {atime 98, dtime 32, btype 1, money 576}
-> customer[102]: {atime 101, dtime 82, btype 1, money 368}
-> customer[105]: {atime 104, dtime 39, btype 0, money 118}
-> customer[106]: {atime 105, dtime 54, btype 0, money 468}
-> customer[107]: {atime 106, dtime 95, btype 0, money 967}
-> customer[108]: {atime 107, dtime 41, btype 0, money 852}
-> customer[110]: {atime 109, dtime 27, btype 1, money 58}
-> customer[113]: {atime 112, dtime 25, btype 1, money 469}
-> customer[117]: {atime 116, dtime 87, btype 0, money 605}
-> customer[120]: {atime 119, dtime 1, btype 1, money 981}
-> customer[123]: {atime 122, dtime 83, btype 1, money 908}
-> customer[126]: {atime 125, dtime 87, btype 1, money 916}
-> customer[129]: {atime 128, dtime 100, btype 1, money 142}
-> customer[132]: {atime 131, dtime 58, btype 0, money 502}
-> customer[135]: {atime 134, dtime 20, btype 0, money 822}
-> customer[138]: {atime 137, dtime 7, btype 1, money 132}
-> customer[144]: {atime 143, dtime 39, btype 0, money 224}
-> customer[147]: {atime 146, dtime 91, btype 1, money 547}
-> customer[150]: {atime 149, dtime 81, btype 0, money 656}
-> customer[153]: {atime 152, dtime 29, btype 0, money 301}
-> customer[156]: {atime 155, dtime 1, btype 1, money 456}
-> customer[160]: {atime 159, dtime 28, btype 0, money 363}
-> customer[163]: {atime 162, dtime 20, btype 1, money 864}
-> customer[166]: {atime 165, dtime 1, btype 0, money 95}
-> customer[169]: {atime 168, dtime 29, btype 1, money 393}
-> customer[172]: {atime 171, dtime 68, btype 0, money 568}
-> customer[175]: {atime 174, dtime 4, btype 1, money 242}
-> customer[179]: {atime 178, dtime 3, btype 0, money 140}
-> customer[183]: {atime 182, dtime 11, btype 0, money 804}
-> customer[186]: {atime 185, dtime 71, btype 0, money 581}
-> customer[187]: {atime 186, dtime 43, btype 1, money 274}
-> customer[190]: {atime 189, dtime 38, btype 0, money 232}
-> customer[193]: {atime 192, dtime 82, btype 1, money 582}
-> customer[195]: {atime 194, dtime 14, btype 1, money 381}
-> customer[199]: {atime 198, dtime 16, btype 1, money 446}
-> customer[202]: {atime 201, dtime 69, btype 1, money 519}
-> customer[205]: {atime 204, dtime 19, btype 0, money 193}
-> customer[208]: {atime 207, dtime 57, btype 1, money 208}
-> customer[211]: {atime 210, dtime 11, btype 0, money 750}
-> customer[214]: {atime 213, dtime 99, btype 0, money 626}
-> customer[217]: {atime 216, dtime 6, btype 0, money 195}
-> customer[220]: {atime 219, dtime 51, btype 0, money 695}
-> customer[223]: {atime 222, dtime 86, btype 1, money 656}
-> customer[226]: {atime 225, dtime 78, btype 1, money 55}
-> customer[229]: {atime 228, dtime 64, btype 1, money 51}
-> customer[232]: {atime 231, dtime 10, btype 1, money 476}
-> customer[235]: {atime 234, dtime 53, btype 1, money 483}
-> customer[238]: {atime 237, dtime 30, btype 0, money 445}
